Gene,Mean_GTEX_Healthy,Median_GTEX_Healthy,Mean_TCGA_Tumor,Median_TCGA_Tumor
SFTPC,15.469305,16.04335,11.52666,12.6782
MYL3,6.19929,6.2288,3.469989,3.585
CTD-2033D15.3,6.636471,6.58035,2.944882,2.8895
BIRC5,6.072926,5.88245,10.213338,10.3718
USP9Y,7.443336,10.24555,4.678624,1.585
MND1,3.290908,3.1699,6.770469,6.8202
OLAH,5.1488,5.1293,2.164565,2.0
DGCR5,3.276457,3.3219,7.426551,7.7482
RP11-243M5.2,5.363297,5.3167,2.532808,2.4751
MS4A15,9.835456,9.9844,6.788373,6.6724
PPBP,7.016374,6.99435,3.792257,3.4594
HNF1A,1.068348,1.0,4.631048,4.2824
CEACAM5,7.07788,7.1397,12.724593,13.2912
IL18R1,10.694485,10.79155,7.309565,7.4009
RP11-513N24.1,6.736864,6.8009,3.571945,3.8074
GALNT14,5.375479,5.4594,8.844558,9.098
HMGB3,8.471498,8.58495,13.055431,13.0735
OIP5,3.318598,3.28245,6.683534,6.7009
RP11-424C20.2,1.695553,1.62995,5.432457,5.5392
ACR,5.78876,5.9069,2.875806,2.8074
IL36RN,0.69563,0.0,4.395683,4.3219
TBX4,10.927427,11.07345,8.108804,8.2384
CR2,3.12717,3.0,7.722519,7.8138
SPARCL1,14.709323,14.93245,12.499045,12.5182
RP11-350J20.12,1.662204,1.62525,5.190733,5.3092
CDH19,6.915126,7.0334,3.281778,3.1699
RASGRP4,9.181409,9.22275,6.659532,6.7549
KRT8P32,0.396934,0.0,3.518436,3.5862
IGHV3-23,7.279059,7.47315,10.828474,10.8973
ADGRG3,9.55631,9.61285,5.698924,5.7004
C15orf48,6.057718,5.94245,10.315231,10.3123
KISS1R,1.243045,1.0,4.669785,4.6439
MEX3A,5.527912,5.5698,9.677254,9.6618
FA2H,5.578927,5.8329,9.391513,9.3923
ADAMDEC1,4.279143,4.3219,7.974984,8.1649
ERCC6L,3.894006,4.0,7.316559,7.3129
INMT-FAM188B,6.224449,6.40885,2.554533,2.774
CLEC12B,5.402266,5.4919,2.410228,2.3219
ANXA8L1,8.805423,8.96755,6.126293,6.0847
CCBE1,10.139778,10.23175,6.993954,6.9887
DLL3,0.539458,0.0,4.4703,4.2479
HBB,13.369559,13.3831,9.56479,9.611
FGB,3.282048,3.5222,6.563712,5.7004
CCR8,1.298072,1.585,4.509845,4.6439
SLC29A4,5.701231,5.7549,9.331835,9.4676
RNF186,0.206899,0.0,3.567493,3.4594
SLED1,5.202812,5.1293,2.019221,2.0
SRPX,10.729338,10.84155,8.007203,7.9366
TMEM92,5.73624,6.41785,9.433378,9.6055
CST1,0.433825,0.0,7.957284,8.2917
SCUBE1,9.991825,10.1655,6.396154,6.3399
LCNL1,7.850003,8.0661,3.517482,3.4594
SLC6A4,10.816869,11.0901,4.558673,4.0
GPC3,12.3396,12.48345,9.414394,9.3554
IGKV3D-11,2.118753,2.0321,5.64905,5.6871
DSG2,8.811165,8.9971,12.794312,12.8362
LINC00460,0.814448,1.0,4.178325,3.9069
ONECUT2,1.740962,1.585,5.707638,5.8074
FLG2,4.119258,4.1699,0.723494,0.0
SGOL1,3.551444,3.585,7.281644,7.3129
HOXC10,1.128572,1.0,4.523645,3.8074
TXLNGY,7.527955,10.32925,4.735994,2.0
TUBB1,6.863697,6.86805,3.682574,3.5922
TARID,8.344617,8.48555,4.328597,4.2479
MT1JP,4.64117,4.7549,1.302904,1.0072
XKR9,3.290371,3.7004,6.807947,7.0553
CTD-2527I21.15,0.345009,0.0,4.315362,4.3219
C2orf40,7.813643,7.9454,4.911064,4.98491
GOLM1,9.459376,9.44605,13.465578,13.469
NKD1,10.142931,10.2348,7.522472,7.5546
COL17A1,5.16459,5.1084,9.218168,9.3197
TMEM132C,6.955152,7.13445,2.840281,2.8074
TRPM8,0.851773,1.0,5.760763,5.3576
LINC00671,4.029998,4.0,0.833412,1.0
ABCA12,1.471204,1.585,7.704254,8.2143
GATA2,11.186447,11.357,8.733945,8.8041
PPAPDC1A,1.756417,1.585,5.336616,5.5546
HHIPL2,2.711168,2.8074,5.965213,5.6439
PTGIR,10.477309,10.33875,7.475663,7.5157
AZU1,7.028219,6.9248,3.371693,3.0
AC093110.3,6.858283,6.97225,3.724512,3.7866
TNXB,13.297557,13.431,10.030068,10.0081
TBX3,11.574434,11.6946,8.479788,8.4838
C6orf25,7.057526,7.0444,3.530279,3.585
SLC44A5,3.77277,3.9069,7.639637,8.4094
SAPCD2,5.073755,5.0875,9.385441,9.4236
HMGN2P17,0.109937,0.0,3.444094,3.4594
MCEMP1,9.877065,10.0335,7.324455,7.2443
SMKR1,2.604428,2.585,6.281564,6.1898
MT-TC,0.171059,0.0,3.287684,3.3219
BIK,4.406542,4.5236,7.830548,7.8887
SLC15A1,1.73181,1.585,5.112841,5.2479
AURKA,6.079803,6.0875,9.628932,9.7155
DIO3,6.506257,6.7004,3.812643,3.8074
MAGEA3,0.20775,0.0,3.57784,1.0
KCNMB2-AS1,0.48043,0.0,3.634226,3.585
RP5-966M1.6,9.034331,9.1393,6.508534,6.6042
ALPP,7.354011,7.4463,4.69314,4.6053
CELA3A,3.41492,3.9069,0.300628,0.0
LINC00670,3.591702,3.585,0.759822,0.0
DNAJC22,3.480477,3.4594,7.771552,7.9248
RASAL1,3.956917,3.9069,8.080169,8.2527
RPS2P55,3.41823,3.46005,7.172634,7.163
FOXI3,0.247391,0.0,3.833524,3.321949
SOX21,1.679194,1.585,5.229351,4.9542
CHRNB4,0.574023,0.0,3.873596,4.0
SLITRK2,6.511424,6.6439,2.865403,2.8074
PVRL4,7.587163,7.85485,11.181122,11.4131
TBX2-AS1,7.541323,7.6653,3.975048,3.9069
SLIT3,12.515968,12.65425,9.802188,9.8408
C2CD4A,3.352805,3.0,8.19128,8.1649
MAP7D2,4.073114,4.1699,7.549653,7.6582
SLC11A1,13.693142,13.77885,9.949035,10.0154
HNRNPCP2,4.654901,4.6907,8.673931,8.6647
LRCOL1,6.070166,6.1189,2.436396,2.3219
bP-2189O9.2,6.363156,6.4047,3.304311,3.2957
SIX1,4.821026,4.6439,9.419791,9.6475
SLC5A9,7.933219,8.10035,4.838201,4.6439
IGHV1-18,5.831627,5.8826,9.348512,9.5083
HNRNPA1P21,1.467866,1.585,4.99804,5.1293
SNRPEP2,2.12189,2.25995,5.373031,5.4046
CACNA1H,10.814581,10.91775,8.322227,8.2143
RS1,6.060879,6.2288,2.45382,2.3219
RP11-429J17.7,1.638072,1.585,4.727023,4.7549
NGEF,4.126768,4.0875,7.853557,8.0168
C16orf59,4.245667,4.2479,7.796327,7.8517
MYO15B,12.859619,13.0099,9.970712,10.1163
NTRK3,9.083703,9.18115,5.408505,5.4594
GPX3,16.113743,16.2992,12.661866,12.713
RSPO2,7.657135,7.7448,4.441213,4.3923
TMEM100,12.128715,12.248,7.206295,7.2761
MMP1,5.538457,5.4263,10.138931,10.1137
SEZ6L2,7.433401,7.84545,11.548516,11.7956
FAM83A-AS1,0.802296,1.0,5.586082,5.7004
RNF182,7.515129,7.683,4.789285,4.6439
NDRG4,10.359468,10.47215,7.933177,7.7347
CCNB1,6.581856,6.5546,10.46208,10.5137
RP11-544M22.13,2.488366,2.26,7.434778,7.8204
METTL7B,4.633272,5.0,8.775652,8.9366
TNNT3,5.849892,5.8329,2.873451,2.8074
TAL1,10.109545,10.1983,6.449002,6.4429
GJB1,3.268666,3.1699,7.849358,8.4919
GATA1,5.657929,5.7814,2.453202,2.585
SLC35F3,2.324637,2.3219,5.848022,6.1497
HSPB2-C11orf52,7.414223,7.6276,4.682513,4.8977
CD24,9.839464,9.9381,13.652745,13.8267
TEK,11.086922,11.19105,8.489782,8.4998
ADAMTS8,11.499545,11.73805,6.516399,6.6724
ACY3,2.28468,2.3219,6.421969,6.4919
LMOD1,11.648438,11.7698,9.209954,9.2596
RP11-394O4.5,10.145757,10.2503,7.30982,7.375
HMGN1P36,0.242458,0.0,3.714172,3.7655
AOC3,13.786733,13.98995,10.917404,10.9987
UGT8,4.668858,4.7549,8.259971,8.6689
RP11-598F7.3,6.228352,6.3038,3.5405,3.585
CXCL13,3.413918,3.3219,9.407292,9.7797
IGKV1D-8,1.280789,1.0,4.391043,4.3799
GLP2R,5.558085,5.67215,2.774203,2.585
CNFN,2.817408,3.0,6.144423,6.2095
PYCR1,8.498465,8.4222,12.365399,12.4466
IGKV3-15,7.555827,7.61285,11.17003,11.3791
OCIAD2,8.356686,8.5584,12.08561,12.1108
DUOXA1,10.898665,11.19215,8.490397,8.6376
ADAMTS7P3,9.077441,9.3857,3.489602,3.3377
ZFPM2-AS1,1.300507,1.0,5.274081,5.858
AC005264.2,5.69807,5.70725,2.078134,2.0072
LGSN,3.06755,3.0,7.884098,8.7944
VIPR1-AS1,7.627694,7.92855,3.494369,3.5644
FOXF1,11.082338,11.14675,8.083011,8.1085
